,for_date,abbreviation,unit_type,address,city,state,zip_code,bedrooms,bathrooms,listing_date,sqft,price_sqft,distance
2193,17/01/2022,jx1452a1-Classic,"4800 Atlantic Blvd, Apt 216
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 216",Jacksonville,FL,32207,1.0,800,2021-12-17,Apartment,1.162,0.5
2194,17/01/2022,jx1452a1-Classic,"4800 Atlantic Blvd, Apt 151
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 151",Jacksonville,FL,32207,1.0,800,2021-11-24,Apartment,1.062,0.5
2195,17/01/2022,jx1452a1-Classic,"4800 Atlantic Blvd, Apt 118
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 118",Jacksonville,FL,32207,1.0,800,2021-10-30,Apartment,1.062,0.5
2196,17/01/2022,jx1452a1-Classic,"4800 Atlantic Blvd, Apt 248
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 248",Jacksonville,FL,32207,1.0,800,2021-11-11,Apartment,1.062,0.5
2197,17/01/2022,jx1452a1-Classic,"3658 Stanley St, Apt 6
Jacksonville, FL 32207","3658 Stanley St, Apt 6",Jacksonville,FL,32207,1.0,750,2021-11-07,Apartment,1.192,0.71
2198,17/01/2022,jx1452a1-Classic,"4800 Atlantic Blvd, Apt 204
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 204",Jacksonville,FL,32207,2.0,850,2022-01-11,Apartment,1.152,0.5
2199,17/01/2022,jx1452a1-Classic,"4800 Atlantic Blvd, Apt 107
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 107",Jacksonville,FL,32207,2.0,850,2021-12-25,Apartment,1.152,0.5
2200,17/01/2022,jx1452a1-Premium,"1706 Art Museum Dr, # 0K16
Jacksonville, FL 32207","1706 Art Museum Dr, # 0K16",Jacksonville,FL,32207,1.0,"1,050",2022-01-09,Apartment,1.302,0.06
2201,17/01/2022,jx1452a1-Premium,"1706 Art Museum Dr, # 0I11
Jacksonville, FL 32207","1706 Art Museum Dr, # 0I11",Jacksonville,FL,32207,1.0,"1,050",2022-01-11,Apartment,1.312,0.06
2202,17/01/2022,jx1452a1-Premium,"1706 Art Museum Dr, # 00K3
Jacksonville, FL 32207","1706 Art Museum Dr, # 00K3",Jacksonville,FL,32207,1.0,"1,050",2022-01-11,Apartment,1.152,0.06
2203,17/01/2022,jx1452a1-Premium,"1706 Art Museum Dr, # 0K10
Jacksonville, FL 32207","1706 Art Museum Dr, # 0K10",Jacksonville,FL,32207,1.0,"1,050",2021-12-23,Apartment,1.132,0.06
2204,17/01/2022,jx1452a1-Premium,"1706 Art Museum Dr, # 0I12
Jacksonville, FL 32207","1706 Art Museum Dr, # 0I12",Jacksonville,FL,32207,1.0,"1,050",2021-11-23,Apartment,1.252,0.06
2205,17/01/2022,jx1452a1-Premium,"1706 Art Museum Dr, # 00J8
Jacksonville, FL 32207","1706 Art Museum Dr, # 00J8",Jacksonville,FL,32207,1.0,"1,050",2021-11-23,Apartment,1.272,0.06
2206,17/01/2022,jx1452a1-Premium,"1706 Art Museum Dr, # 0J14
Jacksonville, FL 32207","1706 Art Museum Dr, # 0J14",Jacksonville,FL,32207,1.0,"1,050",2021-11-11,Apartment,1.082,0.06
2207,17/01/2022,jx1452a1-Premium,"1706 Art Museum Dr, # 00K2
Jacksonville, FL 32207","1706 Art Museum Dr, # 00K2",Jacksonville,FL,32207,1.0,"1,050",2021-11-03,Apartment,1.082,0.06
2208,17/01/2022,jx1452a1-Premium,"3148 Belden St, Apt 1
Jacksonville, FL 32207","3148 Belden St, Apt 1",Jacksonville,FL,32207,1.0,"1,080",2021-06-24,Apartment,0.832,0.68
2209,17/01/2022,jx1452a1-Premium,"3044 Walton St, Apt 7
Jacksonville, FL 32207","3044 Walton St, Apt 7",Jacksonville,FL,32207,1.0,950,2021-07-27,Apartment,0.862,0.73
2210,17/01/2022,jx1452a1-Premium,"2331 Holmes St
Jacksonville, FL 32207",2331 Holmes St,Jacksonville,FL,32207,1.0,870,2021-07-03,Apartment,1.522,0.51
2211,17/01/2022,jx1452a1-Premium,"4800 Atlantic Blvd, Apt 117
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 117",Jacksonville,FL,32207,1.0,800,2022-01-11,Apartment,1.162,0.5
2212,17/01/2022,jx1452a1-Premium,"4800 Atlantic Blvd, Apt 247
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 247",Jacksonville,FL,32207,1.0,800,2022-01-11,Apartment,1.162,0.5
2213,17/01/2022,jx1452a1-Premium,"4800 Atlantic Blvd, Apt 216
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 216",Jacksonville,FL,32207,1.0,800,2021-12-17,Apartment,1.162,0.5
2214,17/01/2022,jx1452a1-Premium,"4800 Atlantic Blvd, Apt 151
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 151",Jacksonville,FL,32207,1.0,800,2021-11-24,Apartment,1.062,0.5
2215,17/01/2022,jx1452a1-Premium,"4800 Atlantic Blvd, Apt 118
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 118",Jacksonville,FL,32207,1.0,800,2021-10-30,Apartment,1.062,0.5
2216,17/01/2022,jx1452a1-Premium,"4800 Atlantic Blvd, Apt 248
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 248",Jacksonville,FL,32207,1.0,800,2021-11-11,Apartment,1.062,0.5
2217,17/01/2022,jx1452a1-Premium,"3658 Stanley St, Apt 6
Jacksonville, FL 32207","3658 Stanley St, Apt 6",Jacksonville,FL,32207,1.0,750,2021-11-07,Apartment,1.192,0.71
2218,17/01/2022,jx1452a1-Premium,"4800 Atlantic Blvd, Apt 204
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 204",Jacksonville,FL,32207,2.0,850,2022-01-11,Apartment,1.152,0.5
2219,17/01/2022,jx1452a1-Premium,"4800 Atlantic Blvd, Apt 107
Jacksonville, FL 32207","4800 Atlantic Blvd, Apt 107",Jacksonville,FL,32207,2.0,850,2021-12-25,Apartment,1.152,0.5
2220,17/01/2022,jx1501a1-Classic,"741 Park Ave, Apt 135
Orange Park, FL 32073","741 Park Ave, Apt 135",Orange,Park,FL,1.0,750,2021-12-20,Apartment,1.412,0.04
2221,17/01/2022,jx1501a1-Classic,"741 Park Ave, Apt 223
Orange Park, FL 32073","741 Park Ave, Apt 223",Orange,Park,FL,1.0,750,2021-11-05,Apartment,1.492,0.04
2222,17/01/2022,jx1501a1-Classic,"141 Old Orange Park Rd, Apt 42
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 42",Orange,Park,FL,1.0,750,2022-01-11,Apartment,1.762,0.46
2223,17/01/2022,jx1501a1-Classic,"141 Old Orange Park Rd, Apt 225
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 225",Orange,Park,FL,1.0,750,2022-01-11,Apartment,1.852,0.46
2224,17/01/2022,jx1501a1-Classic,"141 Old Orange Park Rd, Apt 112
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 112",Orange,Park,FL,1.0,750,2022-01-11,Apartment,1.402,0.46
2225,17/01/2022,jx1501a1-Classic,"470 Milwaukee Ave
Orange Park, FL 32073",470 Milwaukee Ave,Orange,Park,FL,1.0,700,2021-06-01,Single Family,1.142,1.32
2226,17/01/2022,jx1501a1-Classic,"350 Crossing Blvd, Apt 1414
Orange Park, FL 32073","350 Crossing Blvd, Apt 1414",Orange,Park,FL,1.0,831,2022-01-11,Apartment,1.562,1.18
2227,17/01/2022,jx1501a1-Classic,"350 Crossing Blvd, Apt 1014
Orange Park, FL 32073","350 Crossing Blvd, Apt 1014",Orange,Park,FL,1.0,831,2022-01-11,Apartment,1.502,1.18
2228,17/01/2022,jx1501a1-Classic,"350 Crossing Blvd, Apt 1003
Orange Park, FL 32073","350 Crossing Blvd, Apt 1003",Orange,Park,FL,1.0,831,2021-11-24,Apartment,1.472,1.18
2229,17/01/2022,jx1501a1-Classic,"350 Crossing Blvd, Apt 1011
Orange Park, FL 32073","350 Crossing Blvd, Apt 1011",Orange,Park,FL,1.0,831,2021-11-25,Apartment,1.452,1.18
2230,17/01/2022,jx1501a1-Classic,"350 Crossing Blvd, Apt 314
Orange Park, FL 32073","350 Crossing Blvd, Apt 314",Orange,Park,FL,1.0,831,2021-11-05,Apartment,1.392,1.18
2231,17/01/2022,jx1501a1-Classic,"350 Crossing Blvd, # 826
Orange Park, FL 32073","350 Crossing Blvd, # 826",Orange,Park,FL,1.0,840,2022-01-11,Apartment,1.582,1.18
2232,17/01/2022,jx1501a1-Classic,"350 Crossing Blvd, # 1034
Orange Park, FL 32073","350 Crossing Blvd, # 1034",Orange,Park,FL,1.0,840,2021-12-30,Apartment,1.572,1.18
2233,17/01/2022,jx1501a1-Classic,"658 Plainfield Ave, Unit 658
Orange Park, FL 32073","658 Plainfield Ave, Unit 658",Orange,Park,FL,2.0,"1,075",2022-01-11,Multi-Family,1.212,0.28
2234,17/01/2022,jx1501a1-Classic,"466 Milwaukee Ave
Orange Park, FL 32073",466 Milwaukee Ave,Orange,Park,FL,1.0,800,2022-01-11,Single Family,1.372,1.34
2235,17/01/2022,jx1501a1-Classic,"141 Old Orange Park Rd, Apt 32
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 32",Orange,Park,FL,1.0,"1,000",2021-12-29,Apartment,1.242,0.46
2236,17/01/2022,jx1501a1-Classic,"141 Old Orange Park Rd, Apt 8
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 8",Orange,Park,FL,1.0,"1,000",2021-12-02,Apartment,1.242,0.46
2237,17/01/2022,jx1501a1-Classic,"141 Old Orange Park Rd, Apt 69
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 69",Orange,Park,FL,1.0,"1,000",2021-11-20,Apartment,1.262,0.46
2238,17/01/2022,jx1501a1-Classic,"141 Old Orange Park Rd, Apt 34
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 34",Orange,Park,FL,1.0,"1,000",2021-11-11,Apartment,1.232,0.46
2239,17/01/2022,jx1501a1-Classic,"1839 Miller St
Orange Park, FL 32073",1839 Miller St,Orange,Park,FL,1.0,624,2021-10-05,Single Family,1.602,1.23
2240,17/01/2022,jx1501a1-Premium,"741 Park Ave, Apt 135
Orange Park, FL 32073","741 Park Ave, Apt 135",Orange,Park,FL,1.0,750,2021-12-20,Apartment,1.412,0.04
2241,17/01/2022,jx1501a1-Premium,"741 Park Ave, Apt 223
Orange Park, FL 32073","741 Park Ave, Apt 223",Orange,Park,FL,1.0,750,2021-11-05,Apartment,1.492,0.04
2242,17/01/2022,jx1501a1-Premium,"141 Old Orange Park Rd, Apt 42
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 42",Orange,Park,FL,1.0,750,2022-01-11,Apartment,1.762,0.46
2243,17/01/2022,jx1501a1-Premium,"141 Old Orange Park Rd, Apt 225
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 225",Orange,Park,FL,1.0,750,2022-01-11,Apartment,1.852,0.46
2244,17/01/2022,jx1501a1-Premium,"141 Old Orange Park Rd, Apt 112
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 112",Orange,Park,FL,1.0,750,2022-01-11,Apartment,1.402,0.46
2245,17/01/2022,jx1501a1-Premium,"470 Milwaukee Ave
Orange Park, FL 32073",470 Milwaukee Ave,Orange,Park,FL,1.0,700,2021-06-01,Single Family,1.142,1.32
2246,17/01/2022,jx1501a1-Premium,"350 Crossing Blvd, Apt 1414
Orange Park, FL 32073","350 Crossing Blvd, Apt 1414",Orange,Park,FL,1.0,831,2022-01-11,Apartment,1.562,1.18
2247,17/01/2022,jx1501a1-Premium,"350 Crossing Blvd, Apt 1014
Orange Park, FL 32073","350 Crossing Blvd, Apt 1014",Orange,Park,FL,1.0,831,2022-01-11,Apartment,1.502,1.18
2248,17/01/2022,jx1501a1-Premium,"350 Crossing Blvd, Apt 1003
Orange Park, FL 32073","350 Crossing Blvd, Apt 1003",Orange,Park,FL,1.0,831,2021-11-24,Apartment,1.472,1.18
2249,17/01/2022,jx1501a1-Premium,"350 Crossing Blvd, Apt 1011
Orange Park, FL 32073","350 Crossing Blvd, Apt 1011",Orange,Park,FL,1.0,831,2021-11-25,Apartment,1.452,1.18
2250,17/01/2022,jx1501a1-Premium,"350 Crossing Blvd, Apt 314
Orange Park, FL 32073","350 Crossing Blvd, Apt 314",Orange,Park,FL,1.0,831,2021-11-05,Apartment,1.392,1.18
2251,17/01/2022,jx1501a1-Premium,"350 Crossing Blvd, # 826
Orange Park, FL 32073","350 Crossing Blvd, # 826",Orange,Park,FL,1.0,840,2022-01-11,Apartment,1.582,1.18
2252,17/01/2022,jx1501a1-Premium,"350 Crossing Blvd, # 1034
Orange Park, FL 32073","350 Crossing Blvd, # 1034",Orange,Park,FL,1.0,840,2021-12-30,Apartment,1.572,1.18
2253,17/01/2022,jx1501a1-Premium,"658 Plainfield Ave, Unit 658
Orange Park, FL 32073","658 Plainfield Ave, Unit 658",Orange,Park,FL,2.0,"1,075",2022-01-11,Multi-Family,1.212,0.28
2254,17/01/2022,jx1501a1-Premium,"466 Milwaukee Ave
Orange Park, FL 32073",466 Milwaukee Ave,Orange,Park,FL,1.0,800,2022-01-11,Single Family,1.372,1.34
2255,17/01/2022,jx1501a1-Premium,"141 Old Orange Park Rd, Apt 32
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 32",Orange,Park,FL,1.0,"1,000",2021-12-29,Apartment,1.242,0.46
2256,17/01/2022,jx1501a1-Premium,"141 Old Orange Park Rd, Apt 8
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 8",Orange,Park,FL,1.0,"1,000",2021-12-02,Apartment,1.242,0.46
2257,17/01/2022,jx1501a1-Premium,"141 Old Orange Park Rd, Apt 69
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 69",Orange,Park,FL,1.0,"1,000",2021-11-20,Apartment,1.262,0.46
2258,17/01/2022,jx1501a1-Premium,"141 Old Orange Park Rd, Apt 34
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 34",Orange,Park,FL,1.0,"1,000",2021-11-11,Apartment,1.232,0.46
2259,17/01/2022,jx1501a1-Premium,"1839 Miller St
Orange Park, FL 32073",1839 Miller St,Orange,Park,FL,1.0,624,2021-10-05,Single Family,1.602,1.23
2260,17/01/2022,jx1501a1-Signature,"741 Park Ave, Apt 135
Orange Park, FL 32073","741 Park Ave, Apt 135",Orange,Park,FL,1.0,750,2021-12-20,Apartment,1.412,0.04
2261,17/01/2022,jx1501a1-Signature,"741 Park Ave, Apt 223
Orange Park, FL 32073","741 Park Ave, Apt 223",Orange,Park,FL,1.0,750,2021-11-05,Apartment,1.492,0.04
2262,17/01/2022,jx1501a1-Signature,"141 Old Orange Park Rd, Apt 42
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 42",Orange,Park,FL,1.0,750,2022-01-11,Apartment,1.762,0.46
2263,17/01/2022,jx1501a1-Signature,"141 Old Orange Park Rd, Apt 225
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 225",Orange,Park,FL,1.0,750,2022-01-11,Apartment,1.852,0.46
2264,17/01/2022,jx1501a1-Signature,"141 Old Orange Park Rd, Apt 112
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 112",Orange,Park,FL,1.0,750,2022-01-11,Apartment,1.402,0.46
2265,17/01/2022,jx1501a1-Signature,"470 Milwaukee Ave
Orange Park, FL 32073",470 Milwaukee Ave,Orange,Park,FL,1.0,700,2021-06-01,Single Family,1.142,1.32
2266,17/01/2022,jx1501a1-Signature,"350 Crossing Blvd, Apt 1414
Orange Park, FL 32073","350 Crossing Blvd, Apt 1414",Orange,Park,FL,1.0,831,2022-01-11,Apartment,1.562,1.18
2267,17/01/2022,jx1501a1-Signature,"350 Crossing Blvd, Apt 1014
Orange Park, FL 32073","350 Crossing Blvd, Apt 1014",Orange,Park,FL,1.0,831,2022-01-11,Apartment,1.502,1.18
2268,17/01/2022,jx1501a1-Signature,"350 Crossing Blvd, Apt 1003
Orange Park, FL 32073","350 Crossing Blvd, Apt 1003",Orange,Park,FL,1.0,831,2021-11-24,Apartment,1.472,1.18
2269,17/01/2022,jx1501a1-Signature,"350 Crossing Blvd, Apt 1011
Orange Park, FL 32073","350 Crossing Blvd, Apt 1011",Orange,Park,FL,1.0,831,2021-11-25,Apartment,1.452,1.18
2270,17/01/2022,jx1501a1-Signature,"350 Crossing Blvd, Apt 314
Orange Park, FL 32073","350 Crossing Blvd, Apt 314",Orange,Park,FL,1.0,831,2021-11-05,Apartment,1.392,1.18
2271,17/01/2022,jx1501a1-Signature,"350 Crossing Blvd, # 826
Orange Park, FL 32073","350 Crossing Blvd, # 826",Orange,Park,FL,1.0,840,2022-01-11,Apartment,1.582,1.18
2272,17/01/2022,jx1501a1-Signature,"350 Crossing Blvd, # 1034
Orange Park, FL 32073","350 Crossing Blvd, # 1034",Orange,Park,FL,1.0,840,2021-12-30,Apartment,1.572,1.18
2273,17/01/2022,jx1501a1-Signature,"658 Plainfield Ave, Unit 658
Orange Park, FL 32073","658 Plainfield Ave, Unit 658",Orange,Park,FL,2.0,"1,075",2022-01-11,Multi-Family,1.212,0.28
2274,17/01/2022,jx1501a1-Signature,"466 Milwaukee Ave
Orange Park, FL 32073",466 Milwaukee Ave,Orange,Park,FL,1.0,800,2022-01-11,Single Family,1.372,1.34
2275,17/01/2022,jx1501a1-Signature,"141 Old Orange Park Rd, Apt 32
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 32",Orange,Park,FL,1.0,"1,000",2021-12-29,Apartment,1.242,0.46
2276,17/01/2022,jx1501a1-Signature,"141 Old Orange Park Rd, Apt 8
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 8",Orange,Park,FL,1.0,"1,000",2021-12-02,Apartment,1.242,0.46
2277,17/01/2022,jx1501a1-Signature,"141 Old Orange Park Rd, Apt 69
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 69",Orange,Park,FL,1.0,"1,000",2021-11-20,Apartment,1.262,0.46
2278,17/01/2022,jx1501a1-Signature,"141 Old Orange Park Rd, Apt 34
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 34",Orange,Park,FL,1.0,"1,000",2021-11-11,Apartment,1.232,0.46
2279,17/01/2022,jx1501a1-Signature,"1839 Miller St
Orange Park, FL 32073",1839 Miller St,Orange,Park,FL,1.0,624,2021-10-05,Single Family,1.602,1.23
2280,17/01/2022,jx1501a1-Standard,"741 Park Ave, Apt 135
Orange Park, FL 32073","741 Park Ave, Apt 135",Orange,Park,FL,1.0,750,2021-12-20,Apartment,1.412,0.04
2281,17/01/2022,jx1501a1-Standard,"741 Park Ave, Apt 223
Orange Park, FL 32073","741 Park Ave, Apt 223",Orange,Park,FL,1.0,750,2021-11-05,Apartment,1.492,0.04
2282,17/01/2022,jx1501a1-Standard,"141 Old Orange Park Rd, Apt 42
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 42",Orange,Park,FL,1.0,750,2022-01-11,Apartment,1.762,0.46
2283,17/01/2022,jx1501a1-Standard,"141 Old Orange Park Rd, Apt 225
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 225",Orange,Park,FL,1.0,750,2022-01-11,Apartment,1.852,0.46
2284,17/01/2022,jx1501a1-Standard,"141 Old Orange Park Rd, Apt 112
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 112",Orange,Park,FL,1.0,750,2022-01-11,Apartment,1.402,0.46
2285,17/01/2022,jx1501a1-Standard,"470 Milwaukee Ave
Orange Park, FL 32073",470 Milwaukee Ave,Orange,Park,FL,1.0,700,2021-06-01,Single Family,1.142,1.32
2286,17/01/2022,jx1501a1-Standard,"350 Crossing Blvd, Apt 1414
Orange Park, FL 32073","350 Crossing Blvd, Apt 1414",Orange,Park,FL,1.0,831,2022-01-11,Apartment,1.562,1.18
2287,17/01/2022,jx1501a1-Standard,"350 Crossing Blvd, Apt 1014
Orange Park, FL 32073","350 Crossing Blvd, Apt 1014",Orange,Park,FL,1.0,831,2022-01-11,Apartment,1.502,1.18
2288,17/01/2022,jx1501a1-Standard,"350 Crossing Blvd, Apt 1003
Orange Park, FL 32073","350 Crossing Blvd, Apt 1003",Orange,Park,FL,1.0,831,2021-11-24,Apartment,1.472,1.18
2289,17/01/2022,jx1501a1-Standard,"350 Crossing Blvd, Apt 1011
Orange Park, FL 32073","350 Crossing Blvd, Apt 1011",Orange,Park,FL,1.0,831,2021-11-25,Apartment,1.452,1.18
2290,17/01/2022,jx1501a1-Standard,"350 Crossing Blvd, Apt 314
Orange Park, FL 32073","350 Crossing Blvd, Apt 314",Orange,Park,FL,1.0,831,2021-11-05,Apartment,1.392,1.18
2291,17/01/2022,jx1501a1-Standard,"350 Crossing Blvd, # 826
Orange Park, FL 32073","350 Crossing Blvd, # 826",Orange,Park,FL,1.0,840,2022-01-11,Apartment,1.582,1.18
2292,17/01/2022,jx1501a1-Standard,"350 Crossing Blvd, # 1034
Orange Park, FL 32073","350 Crossing Blvd, # 1034",Orange,Park,FL,1.0,840,2021-12-30,Apartment,1.572,1.18
2293,17/01/2022,jx1501a1-Standard,"658 Plainfield Ave, Unit 658
Orange Park, FL 32073","658 Plainfield Ave, Unit 658",Orange,Park,FL,2.0,"1,075",2022-01-11,Multi-Family,1.212,0.28
2294,17/01/2022,jx1501a1-Standard,"466 Milwaukee Ave
Orange Park, FL 32073",466 Milwaukee Ave,Orange,Park,FL,1.0,800,2022-01-11,Single Family,1.372,1.34
2295,17/01/2022,jx1501a1-Standard,"141 Old Orange Park Rd, Apt 32
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 32",Orange,Park,FL,1.0,"1,000",2021-12-29,Apartment,1.242,0.46
2296,17/01/2022,jx1501a1-Standard,"141 Old Orange Park Rd, Apt 8
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 8",Orange,Park,FL,1.0,"1,000",2021-12-02,Apartment,1.242,0.46
2297,17/01/2022,jx1501a1-Standard,"141 Old Orange Park Rd, Apt 69
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 69",Orange,Park,FL,1.0,"1,000",2021-11-20,Apartment,1.262,0.46
2298,17/01/2022,jx1501a1-Standard,"141 Old Orange Park Rd, Apt 34
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 34",Orange,Park,FL,1.0,"1,000",2021-11-11,Apartment,1.232,0.46
2299,17/01/2022,jx1501a1-Standard,"1839 Miller St
Orange Park, FL 32073",1839 Miller St,Orange,Park,FL,1.0,624,2021-10-05,Single Family,1.602,1.23
2300,17/01/2022,jx1502c1-Classic,"658 Plainfield Ave, Unit 658
Orange Park, FL 32073","658 Plainfield Ave, Unit 658",Orange,Park,FL,2.0,"1,075",2022-01-11,Multi-Family,1.212,0.28
2301,17/01/2022,jx1502c1-Classic,"741 Park Ave, Apt 110
Orange Park, FL 32073","741 Park Ave, Apt 110",Orange,Park,FL,2.0,950,2022-01-09,Apartment,1.532,0.04
2302,17/01/2022,jx1502c1-Classic,"741 Park Ave, Apt 239
Orange Park, FL 32073","741 Park Ave, Apt 239",Orange,Park,FL,2.0,950,2022-01-11,Apartment,1.432,0.04
2303,17/01/2022,jx1502c1-Classic,"741 Park Ave, Apt 117
Orange Park, FL 32073","741 Park Ave, Apt 117",Orange,Park,FL,2.0,950,2022-01-11,Apartment,1.412,0.04
2304,17/01/2022,jx1502c1-Classic,"741 Park Ave, Apt 152
Orange Park, FL 32073","741 Park Ave, Apt 152",Orange,Park,FL,2.0,950,2022-01-11,Apartment,1.422,0.04
2305,17/01/2022,jx1502c1-Classic,"741 Park Ave, Apt 134
Orange Park, FL 32073","741 Park Ave, Apt 134",Orange,Park,FL,2.0,950,2022-01-09,Apartment,1.312,0.04
2306,17/01/2022,jx1502c1-Classic,"741 Park Ave, Apt 228
Orange Park, FL 32073","741 Park Ave, Apt 228",Orange,Park,FL,2.0,950,2021-11-18,Apartment,1.392,0.04
2307,17/01/2022,jx1502c1-Classic,"741 Park Ave, Apt 260
Orange Park, FL 32073","741 Park Ave, Apt 260",Orange,Park,FL,2.0,950,2021-12-07,Apartment,1.092,0.04
2308,17/01/2022,jx1502c1-Classic,"741 Park Ave, Apt 255
Orange Park, FL 32073","741 Park Ave, Apt 255",Orange,Park,FL,2.0,950,2021-11-18,Apartment,1.392,0.04
2309,17/01/2022,jx1502c1-Classic,"741 Park Ave, Apt 132
Orange Park, FL 32073","741 Park Ave, Apt 132",Orange,Park,FL,2.0,950,2021-11-18,Apartment,1.392,0.04
2310,17/01/2022,jx1502c1-Classic,"658 Plainfield Ave
Orange Park, FL 32073",658 Plainfield Ave,Orange,Park,FL,2.0,"1,072",2021-06-17,Townhouse,1.212,0.28
2311,17/01/2022,jx1502c1-Classic,"141 Old Orange Park Rd, Apt 139
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 139",Orange,Park,FL,2.0,"1,100",2022-01-11,Apartment,1.402,0.46
2312,17/01/2022,jx1502c1-Classic,"141 Old Orange Park Rd, Apt 217
Orange Park, FL 32073","141 Old Orange Park Rd, Apt 217",Orange,Park,FL,2.0,"1,100",2021-12-29,Apartment,1.202,0.46
2313,17/01/2022,jx1502c1-Classic,"350 Crossing Blvd, Apt 209
Orange Park, FL 32073","350 Crossing Blvd, Apt 209",Orange,Park,FL,2.0,"1,058",2021-12-17,Apartment,1.312,1.18
2314,17/01/2022,jx1502c1-Classic,"1800 Park Ave, Apt 340
Orange Park, FL 32073","1800 Park Ave, Apt 340",Orange,Park,FL,2.0,"1,108",2021-08-15,Condo,1.082,0.93
2315,17/01/2022,jx1502c1-Classic,"350 Crossing Blvd, # 528
Orange Park, FL 32073","350 Crossing Blvd, # 528",Orange,Park,FL,2.0,"1,078",2022-01-11,Apartment,1.232,1.18
2316,17/01/2022,jx1502c1-Classic,"350 Crossing Blvd, # 731
Orange Park, FL 32073","350 Crossing Blvd, # 731",Orange,Park,FL,2.0,"1,078",2022-01-11,Apartment,1.272,1.18
2317,17/01/2022,jx1502c1-Classic,"350 Crossing Blvd, # 737
Orange Park, FL 32073","350 Crossing Blvd, # 737",Orange,Park,FL,2.0,"1,078",2021-12-01,Apartment,1.272,1.18
2318,17/01/2022,jx1502c1-Classic,"350 Crossing Blvd, # 531
Orange Park, FL 32073","350 Crossing Blvd, # 531",Orange,Park,FL,2.0,"1,078",2021-11-24,Apartment,1.212,1.18
2319,17/01/2022,jx1502c1-Classic,"350 Crossing Blvd, Apt 1017
Orange Park, FL 32073","350 Crossing Blvd, Apt 1017",Orange,Park,FL,2.0,"1,091",2021-12-30,Apartment,1.192,1.18
2320,17/01/2022,jx1502c1-Premium,"658 Plainfield Ave, Unit 658
Orange Park, FL 32073","658 Plainfield Ave, Unit 658",Orange,Park,FL,2.0,"1,075",2022-01-11,Multi-Family,1.212,0.28
2321,17/01/2022,jx1502c1-Premium,"741 Park Ave, Apt 110
Orange Park, FL 32073","741 Park Ave, Apt 110",Orange,Park,FL,2.0,950,2022-01-09,Apartment,1.532,0.04
2322,17/01/2022,jx1502c1-Premium,"741 Park Ave, Apt 239
Orange Park, FL 32073","741 Park Ave, Apt 239",Orange,Park,FL,2.0,950,2022-01-11,Apartment,1.432,0.04
2323,17/01/2022,jx1502c1-Premium,"741 Park Ave, Apt 117
Orange Park, FL 32073","741 Park Ave, Apt 117",Orange,Park,FL,2.0,950,2022-01-11,Apartment,1.412,0.04
2324,17/01/2022,jx1502c1-Premium,"741 Park Ave, Apt 152
Orange Park, FL 32073","741 Park Ave, Apt 152",Orange,Park,FL,2.0,950,2022-01-11,Apartment,1.422,0.04
2325,17/01/2022,jx1502c1-Premium,"741 Park Ave, Apt 134
Orange Park, FL 32073","741 Park Ave, Apt 134",Orange,Park,FL,2.0,950,2022-01-09,Apartment,1.312,0.04
